Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1558170000.0 10001.0 NA 175 370 0 68 NA 605 772 0 124 NA 768 2159 1075 311 NA 1106 2400 1175 656
1558170000.0 10005.0 NA 174 375 0 68 NA 603 769 0 124 NA 794 2168 1095 306 NA 1050 2532 1345 556
1558170000.0 10006.0 NA 173 355 0 67 NA 604 696 0 129 NA 737 2138 1080 452 NA 1342 4075 1240 548
1558170000.0 10007.0 NA 171 369 0 73 NA 604 747 0 125 NA 775 2175 1079 310 NA 1448 2749 1306 812
1558170000.0 10008.0 NA 174 367 0 67 NA 561 735 0 134 NA 783 2216 1082 312 NA 1011 2978 1241 598
1558170000.0 1001.2 NA 395 129 0 NA NA 762 208 0 NA NA 15171 1764 132 NA NA 6627 1423 239 NA
1558170000.0 10023.0 NA 174 362 0 68 NA 606 747 0 129 NA 772 2110 1093 500 NA 1218 3177 1267 658
1558170000.0 10026.0 NA 184 384 0 78 NA 605 744 0 126 NA 875 2737 1123 476 NA 1233 2753 1287 680
1558170000.0 11.0 NA 138 279 0 66 NA 602 598 0 121 NA 1925 2033 697 527 NA 1968 3494 1061 746
1558170000.0 11626.0 NA 179 380 0 70 NA 562 694 0 125 NA 885 2752 1112 321 NA 1176 3856 1740 1299
1558170000.0 1325.5 NA 166 0 NA NA NA 281 0 NA NA NA 4665 163 NA NA NA 5749 308 NA NA
1558170000.0 1329.1 NA 178 0 NA NA NA 320 0 NA NA NA 5428 151 NA NA NA 5933 513 NA NA
1558170000.0 136.7611 NA 177 0 NA NA NA 299 0 NA NA NA 5315 159 NA NA NA 5911 502 NA NA
1558170000.0 136.7721 NA 175 0 NA NA NA 291 0 NA NA NA 4986 158 NA NA NA 5728 394 NA NA
1558170000.0 136.7722 NA 166 0 NA NA NA 276 0 NA NA NA 5175 148 NA NA NA 5885 365 NA NA
1558170000.0 136.789 NA 109 412 0 NA NA 186 891 0 NA NA 542 15745 1037 NA NA 637 7669 1559 NA
1558170000.0 136.806 NA 110 422 0 NA NA 189 853 0 NA NA 744 13662 1140 NA NA 665 5971 1286 NA
1558170000.0 139901.0 NA 152 344 0 NA NA 604 677 0 NA NA 642 2167 676 NA NA 713 3789 1271 NA
1558170000.0 200.0 NA 173 354 0 NA NA 615 646 0 NA NA 979 2578 605 NA NA 1044 2584 755 NA
1558170000.0 38.0 NA 135 308 0 NA NA 600 681 0 NA NA 2451 4300 628 NA NA 2084 3345 796 NA
1558170000.0 4.29 NA 28 319 0 160 NA 88 643 0 286 NA 304 3789 737 1419 NA 709 4079 928 2165
1558170000.0 4.65 NA 30 353 0 NA NA 93 686 0 NA NA 310 9870 735 NA NA 943 4466 950 NA
1558170000.0 4008.0 57 186 301 NA NA 129 602 582 NA NA 1052 743 1945 NA NA 1297 1164 2786 NA NA
1558170000.0 513.0 16 41 0 NA NA 59 89 0 NA NA 582 180 122 NA NA 2622 486 524 NA NA
1558170000.0 521.0 15 39 0 NA NA 58 89 0 NA NA 641 207 129 NA NA 1548 869 413 NA NA
1558170000.0 523.0 14 49 0 NA NA 58 102 0 NA NA 1254 229 145 NA NA 5660 632 281 NA NA
1558170000.0 551.0 16 42 0 NA NA 59 90 0 NA NA 1010 179 129 NA NA 3396 356 330 NA NA
1558170000.0 555.0 14 33 0 NA NA 58 89 0 NA NA 1477 223 146 NA NA 5623 375 273 NA NA
1558170000.0 7.4 53 242 209 58 0 110 630 389 115 0 636 1771 844 312 754 1072 2769 1855 976 1166
