Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1558216800.0 1000.0 NA 387 153 0 48 NA NA NA 514 259 0 90 NA NA NA 2989 1494 696 324 NA NA NA 3276 1608 911 522 NA NA
1558216800.0 10001.0 NA 189 644 83 0 NA NA NA 484 819 134 0 NA NA NA 1702 2615 458 2047 NA NA NA 3002 4534 739 2170 NA NA
1558216800.0 10002.0 NA 192 656 87 0 NA NA NA 484 803 135 0 NA NA NA 1701 2641 460 2018 NA NA NA 4175 4878 656 2143 NA NA
1558216800.0 10003.0 NA 192 661 83 0 NA NA NA 486 802 135 0 NA NA NA 1698 2580 450 2018 NA NA NA 3015 3655 603 2328 NA NA
1558216800.0 10006.0 NA 186 653 83 0 NA NA NA 478 816 134 0 NA NA NA 1649 2571 448 2030 NA NA NA 4134 4874 766 2204 NA NA
1558216800.0 10007.0 NA 191 642 93 0 NA NA NA 488 830 145 0 NA NA NA 1745 2707 476 2020 NA NA NA 2528 4963 904 2127 NA NA
1558216800.0 10008.0 NA 188 659 93 0 NA NA NA 479 827 145 0 NA NA NA 1775 2620 479 1985 NA NA NA 6290 4351 723 2496 NA NA
1558216800.0 10009.0 NA 194 661 94 0 NA NA NA 485 826 143 0 NA NA NA 1859 2730 498 2003 NA NA NA 7030 7810 1702 2341 NA NA
1558216800.0 1002.0 NA 414 64 NA NA NA NA NA 514 123 NA NA NA NA NA 3290 453 NA NA NA NA NA 3684 434 NA NA NA NA
1558216800.0 10023.0 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1558216800.0 10024.0 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1558216800.0 10024.1 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1558216800.0 10024.2 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1558216800.0 10024.3 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1558216800.0 10024.4 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1558216800.0 10024.5 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1558216800.0 10024.6 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1558216800.0 10025.0 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1558216800.0 10026.0 NA 219 681 94 0 NA NA NA 482 852 145 0 NA NA NA 2122 2913 493 2054 NA NA NA 6802 4539 1046 2729 NA NA
1558216800.0 1004.0 NA 307 166 0 0 0 0 NA 423 213 0 0 0 0 NA 1061 385 91 105 285 288 NA 1349 701 331 219 355 336
1558216800.0 10042.0 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1558216800.0 10071.0 NA 205 674 84 0 NA NA NA 484 840 135 0 NA NA NA 1875 2714 454 2018 NA NA NA 5016 3412 738 2212 NA NA
1558216800.0 101.0 81 NA NA NA NA NA NA 150 NA NA NA NA NA NA 1016 NA NA NA NA NA NA 2499 NA NA NA NA NA NA
1558216800.0 1010.0 NA 23 69 0 NA NA NA NA 72 121 0 NA NA NA NA 161 230 119 NA NA NA NA 1125 593 347 NA NA NA
1558216800.0 102.0 80 NA NA NA NA NA NA 150 NA NA NA NA NA NA 820 NA NA NA NA NA NA 1810 NA NA NA NA NA NA
1558216800.0 1020.0 NA 37 NA NA NA NA NA NA 108 NA NA NA NA NA NA 272 NA NA NA NA NA NA 703 NA NA NA NA NA
1558216800.0 10224.0 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1558216800.0 10225.0 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1558216800.0 103.0 43 0 0 NA NA NA NA 91 0 0 NA NA NA NA 1386 291 1528 NA NA NA NA 3015 688 2672 NA NA NA NA
1558216800.0 1030.0 NA 176 42 0 NA NA NA NA 338 86 0 NA NA NA NA 9107 239 71 NA NA NA NA 4877 390 529 NA NA NA
1558216800.0 105.0 99 83 31 NA NA NA NA 186 368 66 NA NA NA NA 1839 522 108 NA NA NA NA 1318 451 176 NA NA NA NA
1558216800.0 106.0 43 0 0 NA NA NA NA 90 0 0 NA NA NA NA 434 264 1539 NA NA NA NA 989 332 2263 NA NA NA NA
